datetime,txn
2018-03-01 09:54:25,832, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:25,908, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:25,993, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:26,043, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:26,117, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:26,131, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:26,189, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:26,243, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:26,378, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:26,398, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:26,632, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:26,671, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:26,766, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:26,785, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:26,797, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:26,833, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:26,863, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:26,988, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:26,989, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:27,040, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:27,089, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:27,139, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:27,189, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:27,250, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:27,305, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:27,466, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:27,507, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:27,524, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:27,659, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:27,706, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:27,713, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:27,713, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:27,725, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:27,776, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:27,874, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:27,913, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:27,913, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:27,920, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:27,925, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:28,103, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:28,108, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:28,158, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:28,204, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:28,255, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:28,298, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:28,400, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:28,417, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:28,447, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:28,450, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:28,539, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:28,582, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:28,618, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:28,626, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:28,674, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:28,715, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:28,732, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:28,750, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:28,778, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:28,813, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:28,825, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:28,833, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:28,880, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:28,956, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:29,033, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:29,121, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:29,148, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:29,181, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:29,193, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:29,232, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:29,263, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:29,286, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:29,321, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:29,339, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:29,413, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:29,413, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:29,426, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:29,450, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:29,475, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:29,489, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:29,526, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:29,559, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:29,574, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:29,625, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:29,732, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:29,856, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:29,908, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:29,968, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:30,022, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:30,072, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:30,133, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:30,199, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:30,249, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:30,316, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:30,397, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:30,448, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:30,489, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:30,496, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:30,541, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:30,550, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:30,611, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:30,669, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:30,747, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:30,800, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:30,849, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:30,904, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:30,953, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:30,985, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:30,995, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:31,023, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:31,043, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:31,078, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:31,126, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:31,209, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:31,252, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:31,308, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:31,352, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:31,361, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:31,366, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:31,402, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:31,451, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:31,531, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:31,561, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:31,573, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:31,604, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:31,634, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:31,672, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:31,678, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:31,723, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:31,762, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:31,828, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:31,873, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:31,921, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:31,964, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:32,006, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:32,047, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:32,089, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:32,136, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:32,189, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:32,233, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:32,313, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:32,362, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:32,434, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:32,517, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:32,565, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:32,654, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:32,706, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:32,712, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:32,777, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:32,824, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:32,871, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:32,960, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:33,006, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:33,020, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:33,081, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:33,109, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:33,128, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:33,174, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:33,242, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:33,333, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:33,430, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:33,475, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:33,526, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:33,573, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:33,590, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:33,618, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:33,664, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:33,686, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:33,737, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:33,745, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:33,807, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:33,821, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:33,871, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:33,872, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:33,957, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:33,968, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:33,983, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:33,993, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:34,015, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:34,079, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:34,129, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:34,147, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:34,148, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:34,183, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:34,187, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:34,190, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:34,261, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:34,312, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:34,342, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:34,360, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:34,417, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:34,434, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:34,463, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:34,506, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:34,588, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:34,611, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:34,634, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:34,683, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:34,728, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:34,750, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:34,780, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:34,832, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:34,912, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:34,972, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:35,094, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:35,279, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:35,297, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:35,431, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:35,437, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:35,602, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:35,653, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:35,719, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:35,769, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:35,859, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:35,879, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:35,907, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:35,956, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:35,998, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:36,005, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:36,018, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:36,050, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:36,066, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:36,109, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:36,142, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:36,166, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:36,223, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:36,276, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:36,302, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:36,354, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:36,399, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:36,413, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:36,503, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:36,579, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:36,582, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:36,622, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:36,714, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:36,721, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:36,763, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:36,767, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:36,814, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:36,867, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:36,960, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:37,048, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:37,095, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:37,149, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:37,194, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:37,243, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:37,342, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:37,394, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:37,426, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:37,426, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:37,473, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:37,489, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:37,500, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:37,541, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:37,565, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:37,589, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:37,638, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:37,684, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:37,769, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:37,813, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:37,861, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:37,924, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:37,930, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:37,976, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:38,025, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:38,058, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:38,069, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:38,094, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:38,114, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:38,175, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:38,251, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:38,295, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:38,353, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:38,441, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:38,531, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:38,583, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:38,625, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:38,672, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:38,716, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:38,771, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:38,821, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:38,876, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:38,880, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:38,928, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:38,982, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:39,010, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:39,034, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:39,042, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:39,062, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:39,082, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:39,156, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:39,210, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:39,257, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:39,295, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:39,303, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:39,347, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:39,397, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:39,491, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:39,508, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:39,510, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:39,568, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:39,568, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:39,615, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:39,616, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:39,660, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:39,707, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:39,761, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:39,762, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:39,772, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:39,804, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:39,808, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:39,932, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:39,987, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:40,039, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:40,106, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:40,156, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:40,209, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:40,244, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:40,248, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:40,268, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:40,324, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:40,371, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:40,416, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:40,484, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:40,494, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:40,579, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:40,620, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:40,628, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:40,750, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:40,817, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:40,861, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:40,905, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:40,997, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:41,049, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:41,115, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:41,173, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:41,176, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:41,230, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:41,276, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:41,276, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:41,314, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:41,359, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:41,366, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:41,449, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:41,479, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:41,500, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:41,586, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:41,599, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:41,599, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:41,624, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:41,633, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:41,678, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:41,685, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:41,721, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:41,767, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:41,861, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:41,871, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:41,889, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:41,920, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:41,955, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:41,967, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:41,976, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:42,015, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:42,059, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:42,060, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:42,099, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:42,109, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:42,166, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:42,211, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:42,220, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:42,258, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:42,326, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:42,330, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:42,376, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:42,438, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:42,527, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:42,586, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:42,618, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:42,627, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:42,638, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:42,692, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:42,697, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:42,737, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:42,751, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:42,757, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:42,804, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:42,848, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:42,892, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:42,960, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:43,003, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:43,049, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:43,071, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:43,093, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:43,136, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:43,180, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:43,234, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:43,278, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:43,307, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:43,307, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:43,378, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:43,379, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:43,403, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:43,471, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:43,560, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:43,650, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:43,689, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:43,827, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:43,840, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:43,892, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:43,922, Workqueue DWM: Sending message: Workflow
2018-03-01 09:54:43,957, Workqueue DWM: Sending message: Workflow
